1	157	127	323	132	322	177	156	172	CAUTION
2	147	190	226	191	225	223	146	222	LOUD
3	241	192	332	193	331	224	240	223	NOISE
4	102	236	211	237	211	270	102	269	MAKING
5	225	237	338	238	338	271	225	270	DEVICES
6	350	239	378	239	378	271	350	271	IN
7	118	283	169	283	169	315	118	315	USE
8	185	283	217	283	217	315	185	315	TO
9	229	283	361	284	361	317	229	316	DISPERSE
10	172	331	308	331	308	362	172	362	VULTURES
